KEY	KEY_ALT	GBIF	SRANK	RANK	SCI_NAME	ACC_NAME	OEN_NAME	HEN_NAME	AUTHOR	CLASS	MARINE	TERRESTIC	FRESHWATER	PROGRAM	GROUP	ARTIFCIAL	STATUS	BDY_LEN	BDY_SPAN	LNK_GBIF	LNK_IUCN	LNK_ITIS	LNK_WIKI	LNK_WORMS
EURING:129	GBIF:2482049	2482049	G	GENUS	Podiceps	Podiceps	unidentified grebe	Typical Grebes	Latham, 1787	Aves	TRUE	TRUE	TRUE	Waterbird	Grebe	TRUE				https://www.gbif.org/species/2482049	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174478	http://en.wikipedia.org/wiki/Podiceps	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137056
EURING:140	GBIF:2481410	2481410	S	SPECIES	Diomedea melanophris	Thalassarche melanophris	Black-browed Albatross	Black-browed Albatross	(Temminck, 1828)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN, NOT-EVALUATED	81-95	214-244	https://www.gbif.org/species/2481410	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22698375	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=554453	http://en.wikipedia.org/wiki/Black-browed_albatross	http://www.marinespecies.org/aphia.php?p=taxdetails&id=343995
EURING:220	GBIF:2481433	2481433	S	SPECIES	Fulmarus glacialis	Fulmarus glacialis	Northern Fulmar	Northern Fulmar	(Linnaeus, 1761)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN, ENDANGERED	45-50	100-112	https://www.gbif.org/species/2481433	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697866	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174536	http://en.wikipedia.org/wiki/Northern_fulmar	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137195
EURING:340	GBIF:2481606	2481606	S	SPECIES	Bulweria bulwerii	Bulweria bulwerii	Bulwer's Petrel	Bulwer's Petrel	(Jardine & Selby, 1828)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN	25-29	78-90	https://www.gbif.org/species/2481606	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22698132	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=554144	http://en.wikipedia.org/wiki/Bulwer%27s_petrel	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137193
EURING:360	GBIF:2481521	2481521	S	SPECIES	Calonectris diomedea	Calonectris diomedea	Cory's Shearwater	Cory's Shearwater	(Scopoli, 1769)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN, NOT-EVALUATED	45-46	105-125	https://www.gbif.org/species/2481521	https://apiv3.iucnredlist.org/api/v3/taxonredirect/45061132	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=203446	http://en.wikipedia.org/wiki/Scopoli%27s_shearwater	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137194
EURING:400	GBIF:5229343	5229343	S	SPECIES	Puffinus gravis	Puffinus gravis	Great Shearwater	Great Shearwater	(O'Reilly, 1818)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE		43-51	100-118	https://www.gbif.org/species/5229343	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174549	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137201
GRM:409		**NONE**	SG	**NONE**	Puffinus gravis/ Calonectris  diomedea	**NONE**	Great/Cory's Shearwater	**NONE**		**NONE**	FALSE	FALSE	FALSE	Seabird	Procellariiform	FALSE								
EURING:430	GBIF:5739277	5739277	S	SPECIES	Puffinus griseus	Puffinus griseus	Sooty Shearwater	sooty shearwater	(Gmelin, 1789)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	NEAR-THREATENED	40-51	94-109	https://www.gbif.org/species/5739277	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174553	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137202
EURING:460	GBIF:5229380	5229380	S	SPECIES	Puffinus puffinus	Puffinus puffinus	Manx Shearwater	Manx Shearwater	(Brunnich, 1764)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN, NOT-EVALUATED	30-38	76-82	https://www.gbif.org/species/5229380	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22698226	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174555	http://en.wikipedia.org/wiki/Manx_shearwater	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137203
EURING:462	GBIF:5229377	5229377	S	SPECIES	Puffinus yelkouan	Puffinus yelkouan	Yelkouan Shearwater	Yelkouan Shearwater	(Acerbi, 1827)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	VULNERABLE	30-36	70-84	https://www.gbif.org/species/5229377		https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=562599		https://www.marinespecies.org/aphia.php?p=taxdetails&id=137204
EURING:463	GBIF:5229360	5229360	S	SPECIES	Puffinus mauretanicus	Puffinus mauretanicus	Balearic Shearwater	Balearic Shearwater	Lowe, 1921	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	CRITICALLY-ENDANGERED	34-39	83-93	https://www.gbif.org/species/5229360		https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=723254		https://www.marinespecies.org/aphia.php?p=taxdetails&id=445503
EURING:482	GBIF:5843955	5843955	S	SPECIES	Puffinus baroli	Puffinus baroli	Barolo Shearwater	Barolo Shearwater	(Bonaparte, 1857)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	NOT-EVALUATED	28	62	https://www.gbif.org/species/5843955	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=824117	http://en.wikipedia.org/wiki/Barolo_shearwater	http://www.marinespecies.org/aphia.php?p=taxdetails&id=514084
EURING:480	GBIF:5739275	5739275	S	SPECIES	Puffinus assimilis	Puffinus assimilis	Little Shearwater	Little Shearwater	Gould, 1838	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN			https://www.gbif.org/species/5739275	https://apiv3.iucnredlist.org/api/v3/taxonredirect/45959011	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174559	http://en.wikipedia.org/wiki/Little_shearwater	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137200
EURING:499	GBIF:5229335	5229335	G	GENUS	Puffinus	Puffinus	unidentified shearwater	shearwater	Brisson, 1760	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	TRUE	NOT-EVALUATED			https://www.gbif.org/species/5229335	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174543	http://en.wikipedia.org/wiki/Puffinus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137065
EURING:500	GBIF:5229419	5229419	S	SPECIES	Oceanites oceanicus	Oceanites oceanicus	Wilson's Storm-petrel	Wilson's Storm Petrel	(Kuhl, 1820)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN	16-19	38-42	https://www.gbif.org/species/5229419	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22698436	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174650	http://en.wikipedia.org/wiki/Wilson%27s_storm_petrel	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137190
EURING:520	GBIF:4408455	4408455	S	SPECIES	Hydrobates pelagicus	Hydrobates pelagicus	European Storm-petrel	European Storm Petrel	(Linnaeus, 1758)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN, NOT-EVALUATED	14-18	36-39	https://www.gbif.org/species/4408455	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22698477	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174663	http://en.wikipedia.org/wiki/European_storm_petrel	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137189
EURING:550	GBIF:2482012	2482012	S	SPECIES	Oceanodroma leucorhoa	Oceanodroma leucorhoa	Leach's Storm-petrel	Leach's Storm Petrel	(Vieillot, 1818)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	VULNERABLE, LEAST-CONCERN, NOT-EVALUATED	19-22	45-48	https://www.gbif.org/species/2482012	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174628	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137192
EURING:262	GBIF:2481473	2481473	S	SPECIES	Pterodroma feae	Pterodroma feae	Fea's petrel	Fea's Petrel	(Salvadori, 1900)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	NEAR-THREATENED	38	88-94	https://www.gbif.org/species/2481473	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22728011	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=562557	http://en.wikipedia.org/wiki/Fea%27s_petrel	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137197
GRM:558		**NONE**	SG	**NONE**	Oceanodroma leucorhoa/Hydrobates pelagicus	**NONE**	European/Leach`s Storm-petrel	**NONE**		**NONE**	FALSE	FALSE	FALSE	Seabird	Procellariiform	FALSE								
EURING:560	GBIF:2482003	2482003	S	SPECIES	Oceanodroma monorhis	Oceanodroma monorhis	Swinhoe's Storm-petrel	Swinhoe's Storm Petrel	(Swinhoe, 1867)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE		20	45	https://www.gbif.org/species/2482003	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174642	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212699
EURING:580	GBIF:2482001	2482001	S	SPECIES	Oceanodroma castro	Oceanodroma castro	Band-rumped Storm Petrel	Band-rumped Storm Petrel	(Harcourt, 1851)	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	FALSE	LEAST-CONCERN	19-21	43-46	https://www.gbif.org/species/2482001	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174636	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137191
EURING:639	GBIF:2481998	2481998	G	GENUS	Oceanodroma	Oceanodroma	unidentified storm petrel	Dark Storm Petrels	Reichenbach, 1853	Aves	TRUE	FALSE	FALSE	Seabird	Procellariiform	TRUE	NOT-EVALUATED			https://www.gbif.org/species/2481998	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174624	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137060
GRM:339	GBIF:2481443	**NONE**	UI	**NONE**	Pterodroma	**NONE**	unidentified petrel	**NONE**		**NONE**	FALSE	FALSE	FALSE	Seabird	Procellariiform	TRUE								
EURING:710	GBIF:2480964	2480964	S	SPECIES	Sula bassana	Morus bassanus	Northern Gannet	Northern Gannet	(Linnaeus, 1758)	Aves	TRUE	FALSE	FALSE	Seabird	Gannet	FALSE	LEAST-CONCERN	92.5-110	484-535	https://www.gbif.org/species/2480964	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696657	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174712	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148776
EURING:720	GBIF:2481890	2481890	S	SPECIES	Phalacrocorax carbo	Phalacrocorax carbo	Great Cormorant	Great Cormorant	(Linnaeus, 1758)	Aves	TRUE	TRUE	TRUE	Seabird	Cormorant and Shag	FALSE	LEAST-CONCERN, VULNERABLE	80-100	130-160	https://www.gbif.org/species/2481890	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696792	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174715	http://en.wikipedia.org/wiki/Great_cormorant	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137179
EURING:721	GBIF:7192781	7192781	SS	SUBSPECIES	Phalacrocorax carbo carbo	Phalacrocorax carbo carbo	North Atlantic Cormorant	carbo cormorant		Aves	FALSE	FALSE	FALSE	Seabird	Cormorant and Shag	FALSE		84-90	130-160	https://www.gbif.org/species/7192781	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174716	NA	NA
EURING:800	GBIF:2481861	2481861	S	SPECIES	Phalacrocorax aristotelis	Phalacrocorax aristotelis	European Shag	European Shag	(Linnaeus, 1761)	Aves	TRUE	FALSE	FALSE	Seabird	Cormorant and Shag	FALSE	VULNERABLE, NOT-EVALUATED	65-80	90-105	https://www.gbif.org/species/2481861	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174733	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137178
GRM:848		**NONE**	SG	**NONE**	Phalacrocorax  aristotelis/ carbo	**NONE**	European Shag/Great Cormorant	**NONE**		**NONE**	FALSE	FALSE	FALSE	Seabird	Cormorant and Shag	FALSE		65-100	90-160					
EURING:820	GBIF:6066518	6066518	S	SPECIES	Phalacrocorax pygmeus	Microcarbo pygmeus	Pygmy Cormorant	Pygmy Cormorant	(Pallas, 1773)	Aves	FALSE	FALSE	FALSE	Seabird	Cormorant and Shag	FALSE		45-55	45-55	https://www.gbif.org/species/6066518	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=824000	NA	NA
EURING:890	GBIF:2480353	2480353	S	SPECIES	Pelecanus crispus	Pelecanus crispus	Dalmatian Pelican	Dalmatian Pelican	Bruch, 1832	Aves	TRUE	TRUE	TRUE	Waterbird	Pelican	FALSE	NEAR-THREATENED, NOT-EVALUATED	160-180	310-345	https://www.gbif.org/species/2480353	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697599	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174692	http://en.wikipedia.org/wiki/Dalmatian_pelican	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137175
EURING:900	GBIF:2480352	2480352	S	SPECIES	Pelecanus rufescens	Pelecanus rufescens	Pink-backed Pelican	Pink-backed Pelican	Gmelin, 1789	Aves	FALSE	FALSE	TRUE	Waterbird	Pelican	FALSE	LEAST-CONCERN, NOT-EVALUATED	124.46- 129.54	24-13	https://www.gbif.org/species/2480352	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697595	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174695	http://en.wikipedia.org/wiki/Pink-backed_pelican	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212726
EURING:919	GBIF:10650925	10650925	S	GENUS	Pelecanus	Pelecanus	Pelican sp.	Pelicans	Linnaeus, 1758	Aves	TRUE	FALSE	FALSE	Waterbird		TRUE				https://www.gbif.org/species/10650925	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174683	http://en.wikipedia.org/wiki/Pelican	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137052
EURING:950	GBIF:2480910	2480910	S	SPECIES	Botaurus stellaris	Botaurus stellaris	Eurasian Bittern	Eurasian Bittern	(Linnaeus, 1758)	Aves	FALSE	FALSE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, NEAR-THREATENED, CRITICALLY-ENDANGERED, VULNERABLE	64-80	125-135	https://www.gbif.org/species/2480910	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697346	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174859	http://en.wikipedia.org/wiki/Eurasian_bittern	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345750
EURING:960	GBIF:2480911	2480911	S	SPECIES	Botaurus lentiginosus	Botaurus lentiginosus	American Bittern	American Bittern	(Rackett, 1813)	Aves	FALSE	FALSE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, NOT-EVALUATED	58-68	80-106	https://www.gbif.org/species/2480911	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697340	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174856	http://en.wikipedia.org/wiki/American_bittern	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159839
EURING:980	GBIF:2480850	2480850	S	SPECIES	Ixobrychus minutus	Ixobrychus minutus	Little Bittern	Little Bittern	(Linnaeus, 1766)	Aves	FALSE	FALSE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, CRITICALLY-ENDANGERED, NOT-EVALUATED, ENDANGERED	33-38	52-58	https://www.gbif.org/species/2480850	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22735766	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174850	http://en.wikipedia.org/wiki/Little_bittern	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212660
EURING:1040	GBIF:2480863	2480863	S	SPECIES	Nycticorax nycticorax	Nycticorax nycticorax	Black-crowned Night Heron	Black-crowned Night Heron	(Linnaeus, 1758)	Aves	FALSE	TRUE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, NOT-EVALUATED, NEAR-THREATENED	58-65	105-112	https://www.gbif.org/species/2480863	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697211	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174832	http://en.wikipedia.org/wiki/Black-crowned_night_heron	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159123
GRM:1071	GBIF:7059964	9539567	S	SPECIES	Butorides virescens	Butorides virescens	Green Heron	Green Heron	(Linnaeus, 1758)	Aves	FALSE	FALSE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN	44	56	https://www.gbif.org/species/9539567	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174793	http://en.wikipedia.org/wiki/Green_heron	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159112
EURING:1080	GBIF:2480906	2480906	S	SPECIES	Ardeola ralloides	Ardeola ralloides	Squacco Heron	Squacco Heron	(Scopoli, 1769)	Aves	FALSE	FALSE	FALSE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, NOT-EVALUATED	44-47	80-92	https://www.gbif.org/species/2480906	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22697123	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174864	http://en.wikipedia.org/wiki/Squacco_heron	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212671
EURING:1110	GBIF:2480830	2480830	S	SPECIES	Bubulcus ibis	Bubulcus ibis	Cattle Egret	Cattle Egret	(Linnaeus, 1758)	Aves	FALSE	TRUE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, NOT-EVALUATED	45-50	82-95	https://www.gbif.org/species/2480830	NA	NA	http://en.wikipedia.org/wiki/Cattle_egret	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159742
EURING:1190	GBIF:2480876	2480876	S	SPECIES	Ardea garzetta	Egretta garzetta	Little Egret	Little Egret	(Linnaeus, 1766)	Aves	TRUE	TRUE	TRUE	Waterbird	Heron, Egrets, Stork, Bitter and Ibis	FALSE	LEAST-CONCERN, NOT-EVALUATED, ENDANGERED, NEAR-THREATENED	55-65	88-95	https://www.gbif.org/species/2480876	https://apiv3.iucnredlist.org/api/v3/taxonredirect/62774969	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=174816	http://en.wikipedia.org/wiki/Little_egret	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159115
